"symbol"	"log2fc"	"pv"	"fdr"	"sv"	"dataset_id"	"dataset_annot"
"Rrp9"	-0.1333665	0.0218	0.74692346	-1.6615435063954	"GSE70302"	"il1a_spinal_cord"
"Ankrd33b"	-0.1337875	0.027	0.78025133	-1.56863623584101	"GSE70302"	"il1a_spinal_cord"
"Tmem43"	-0.1340925	0.0183	0.72470346	-1.73754891026957	"GSE70302"	"il1a_spinal_cord"
"Ftsj3"	-0.13413775	0.00878	0.63742768	-2.0565054840939	"GSE70302"	"il1a_spinal_cord"
"Thg1l"	-0.134173	0.0298	0.79210617	-1.52578373592374	"GSE70302"	"il1a_spinal_cord"
"Crip2"	-0.1344125	0.0424	0.82782839	-1.37263414340727	"GSE70302"	"il1a_spinal_cord"
"Nr2f2"	-0.13451275	0.0345	0.80522536	-1.46218090492673	"GSE70302"	"il1a_spinal_cord"
"Efemp2"	-0.134755	0.0454	0.83436992	-1.3429441471429	"GSE70302"	"il1a_spinal_cord"
"Ect2l"	-0.134779	0.0314	0.79849901	-1.50307035192679	"GSE70302"	"il1a_spinal_cord"
"Gm21119///Gm3643///Gm15319///4930467E23Rik///Gm5373"	-0.13495525	0.0316	0.79849901	-1.5003129173816	"GSE70302"	"il1a_spinal_cord"
"Ifitm2"	-0.135445	0.0425	0.82782839	-1.37161106994969	"GSE70302"	"il1a_spinal_cord"
"Myh1"	-0.13587425	0.0236	0.75977459	-1.62708799702989	"GSE70302"	"il1a_spinal_cord"
"Rpain"	-0.1359605	0.0162	0.71463289	-1.79048498545737	"GSE70302"	"il1a_spinal_cord"
"Catip"	-0.13612925	0.0248	0.77408881	-1.60554831917378	"GSE70302"	"il1a_spinal_cord"
"1700018B24Rik"	-0.136234	0.0323	0.79849901	-1.4907974776689	"GSE70302"	"il1a_spinal_cord"
"Fads3"	-0.1363375	0.0224	0.75248587	-1.64975198166584	"GSE70302"	"il1a_spinal_cord"
"Gm10319///Mug2///Mug1///Mug-ps1"	-0.13634775	0.0292	0.78985292	-1.53461714855158	"GSE70302"	"il1a_spinal_cord"
"Gm5409"	-0.13656575	0.0453	0.83430185	-1.34390179798717	"GSE70302"	"il1a_spinal_cord"
"Socs2"	-0.13701325	0.032	0.79849901	-1.49485002168009	"GSE70302"	"il1a_spinal_cord"
"Htr1f"	-0.137218	0.0211	0.74485389	-1.67571754470231	"GSE70302"	"il1a_spinal_cord"
"4921539E11Rik"	-0.13733625	0.0343	0.80438673	-1.46470587995723	"GSE70302"	"il1a_spinal_cord"
"Furin"	-0.1374835	0.0156	0.71463289	-1.80687540164554	"GSE70302"	"il1a_spinal_cord"
"Hrh1"	-0.137675	0.0044	0.5396747	-2.35654732351381	"GSE70302"	"il1a_spinal_cord"
"Gm44504///Slc10a3"	-0.1378855	0.0313	0.79849901	-1.50445566245355	"GSE70302"	"il1a_spinal_cord"
"Btf3"	-0.1385	0.0317	0.79849901	-1.49894073778225	"GSE70302"	"il1a_spinal_cord"
"Ptpn2"	-0.138525	0.0405	0.82668199	-1.39254497678533	"GSE70302"	"il1a_spinal_cord"
"Epha3"	-0.138725	0.0421	0.82782839	-1.37571790416433	"GSE70302"	"il1a_spinal_cord"
"Arl11"	-0.1395475	0.018	0.72439014	-1.74472749489669	"GSE70302"	"il1a_spinal_cord"
"L3mbtl3"	-0.1403875	0.0196	0.73521608	-1.70774392864352	"GSE70302"	"il1a_spinal_cord"
"Eif4ebp1"	-0.14057925	0.0261	0.77760792	-1.58335949266172	"GSE70302"	"il1a_spinal_cord"
"Cdk5rap1"	-0.1406245	0.0152	0.71463289	-1.81815641205523	"GSE70302"	"il1a_spinal_cord"
"Sept11"	-0.1408525	0.0103	0.6695314	-1.98716277529483	"GSE70302"	"il1a_spinal_cord"
"Olfr1158"	-0.14134525	0.0213	0.74625735	-1.67162039656126	"GSE70302"	"il1a_spinal_cord"
"Ccng1"	-0.14175	0.0426	0.82804274	-1.37059040089728	"GSE70302"	"il1a_spinal_cord"
"Gfra1"	-0.141785	0.00805	0.62651444	-2.09420411963213	"GSE70302"	"il1a_spinal_cord"
"Olfr1281"	-0.142122	0.0388	0.8226788	-1.41116827440579	"GSE70302"	"il1a_spinal_cord"
"Nop16"	-0.142445	0.0209	0.7411984	-1.67985371388895	"GSE70302"	"il1a_spinal_cord"
"Fam46c///Fam46c"	-0.14245675	0.0459	0.83457462	-1.33818731446274	"GSE70302"	"il1a_spinal_cord"
"Trh"	-0.1429805	0.0191	0.73521608	-1.71896663275227	"GSE70302"	"il1a_spinal_cord"
"Foxi1"	-0.143005	0.0289	0.78864403	-1.53910215724345	"GSE70302"	"il1a_spinal_cord"
"Olfr907"	-0.14300725	0.0293	0.78985292	-1.53313237964589	"GSE70302"	"il1a_spinal_cord"
"Cdt1"	-0.14306875	0.0144	0.70737376	-1.84163750790475	"GSE70302"	"il1a_spinal_cord"
"Aim1"	-0.14364675	0.00694	0.59518918	-2.15864052954515	"GSE70302"	"il1a_spinal_cord"
"Pycard"	-0.1437035	0.0263	0.77919493	-1.58004425151024	"GSE70302"	"il1a_spinal_cord"
"Rras"	-0.14392	0.0336	0.80220161	-1.47366072261016	"GSE70302"	"il1a_spinal_cord"
"F630111L10Rik"	-0.144022	0.0199	0.73521608	-1.70114692359029	"GSE70302"	"il1a_spinal_cord"
"Notch4"	-0.14413825	0.00738	0.60868949	-2.13194363817696	"GSE70302"	"il1a_spinal_cord"
"Ugt1a1///Ugt1a6b///Ugt1a9///Ugt1a5///Ugt1a7c///Ugt1a10///Ugt1a6a///Ugt1a2"	-0.14422675	0.0148	0.71054599	-1.82973828460504	"GSE70302"	"il1a_spinal_cord"
"Slc26a2"	-0.1442595	0.0338	0.80220161	-1.47108329972235	"GSE70302"	"il1a_spinal_cord"
"Ttr"	-0.144368	0.0468	0.83457462	-1.32975414692588	"GSE70302"	"il1a_spinal_cord"
"Adgre5"	-0.144532	0.027	0.78025133	-1.56863623584101	"GSE70302"	"il1a_spinal_cord"
"1700017B05Rik"	-0.14488825	0.027	0.78025133	-1.56863623584101	"GSE70302"	"il1a_spinal_cord"
"Zpbp"	-0.144935	0.0252	0.77573601	-1.59859945921846	"GSE70302"	"il1a_spinal_cord"
"Pgm1"	-0.1451905	0.0473	0.8357029	-1.32513885926219	"GSE70302"	"il1a_spinal_cord"
"2210016F16Rik"	-0.1451955	0.00419	0.53032155	-2.3777859770337	"GSE70302"	"il1a_spinal_cord"
"Klrc1"	-0.14546775	0.00519	0.55879856	-2.28483264215154	"GSE70302"	"il1a_spinal_cord"
"Camk1"	-0.14563525	0.0135	0.70157283	-1.86966623150499	"GSE70302"	"il1a_spinal_cord"
"Syt10"	-0.146562	0.0415	0.82782839	-1.38195190328791	"GSE70302"	"il1a_spinal_cord"
"Gpr39"	-0.14711125	0.02	0.73521608	-1.69897000433602	"GSE70302"	"il1a_spinal_cord"
"Rgs4"	-0.1473435	0.00691	0.59491172	-2.1605219526258	"GSE70302"	"il1a_spinal_cord"
"Il6ra"	-0.14742125	0.033	0.801146	-1.48148606012211	"GSE70302"	"il1a_spinal_cord"
"Olfr1228"	-0.1474255	0.0153	0.71463289	-1.8153085691824	"GSE70302"	"il1a_spinal_cord"
"Nfam1"	-0.147585	0.0456	0.83457462	-1.34103515733556	"GSE70302"	"il1a_spinal_cord"
"Olfr775"	-0.147826	0.00497	0.55418029	-2.30364361126667	"GSE70302"	"il1a_spinal_cord"
"Rin1"	-0.14804475	0.03	0.79210617	-1.52287874528034	"GSE70302"	"il1a_spinal_cord"
"Dnah7c"	-0.14849125	0.0406	0.82715994	-1.39147396642281	"GSE70302"	"il1a_spinal_cord"
"Gpc6"	-0.14850625	0.0343	0.80438673	-1.46470587995723	"GSE70302"	"il1a_spinal_cord"
"Bmp1"	-0.1488125	0.037	0.81541735	-1.43179827593301	"GSE70302"	"il1a_spinal_cord"
"Ptgr1"	-0.14886575	0.0179	0.72307095	-1.74714696902011	"GSE70302"	"il1a_spinal_cord"
"Gm10647"	-0.148882	0.0119	0.68272513	-1.92445303860747	"GSE70302"	"il1a_spinal_cord"
"Olfr746"	-0.14924575	0.0307	0.79849901	-1.51286162452281	"GSE70302"	"il1a_spinal_cord"
"Plscr4"	-0.1495135	0.0219	0.74791655	-1.65955588515988	"GSE70302"	"il1a_spinal_cord"
"1700020D05Rik"	-0.1495905	0.0379	0.82029854	-1.42136079003193	"GSE70302"	"il1a_spinal_cord"
"Mybphl"	-0.14981225	0.0114	0.68096306	-1.94309514866353	"GSE70302"	"il1a_spinal_cord"
"Fkbp9"	-0.1498175	0.0137	0.70411769	-1.86327943284359	"GSE70302"	"il1a_spinal_cord"
"Olfr995"	-0.1498375	0.0346	0.80522536	-1.46092390120722	"GSE70302"	"il1a_spinal_cord"
"Olfr33"	-0.1500015	0.0208	0.73885381	-1.68193666503724	"GSE70302"	"il1a_spinal_cord"
"Dnajc13"	-0.150029	0.0284	0.78459994	-1.54668165995296	"GSE70302"	"il1a_spinal_cord"
"Polr1b"	-0.15016075	0.00891	0.64129139	-2.05012229596313	"GSE70302"	"il1a_spinal_cord"
"Rai14"	-0.15032475	0.0119	0.68272513	-1.92445303860747	"GSE70302"	"il1a_spinal_cord"
"Nmur2"	-0.150778	0.0347	0.80590072	-1.45967052520913	"GSE70302"	"il1a_spinal_cord"
"Dock7"	-0.1510525	0.0158	0.71463289	-1.80134291304558	"GSE70302"	"il1a_spinal_cord"
"Zfp825"	-0.15133275	0.0234	0.75929785	-1.63078414258986	"GSE70302"	"il1a_spinal_cord"
"Cers3"	-0.1515315	0.0203	0.73885381	-1.69250396208679	"GSE70302"	"il1a_spinal_cord"
"Rbpms///Rbpms"	-0.15167625	0.0164	0.7154634	-1.7851561519523	"GSE70302"	"il1a_spinal_cord"
"Spint5"	-0.15180175	0.0282	0.78459994	-1.54975089168064	"GSE70302"	"il1a_spinal_cord"
"Vmn1r189"	-0.15189325	0.0463	0.83457462	-1.33441900898205	"GSE70302"	"il1a_spinal_cord"
"Tal1"	-0.151912	0.043	0.83103967	-1.36653154442041	"GSE70302"	"il1a_spinal_cord"
"Olfr933"	-0.152095	0.02	0.73521608	-1.69897000433602	"GSE70302"	"il1a_spinal_cord"
"Spp1"	-0.1521975	0.0349	0.80590072	-1.45717457304082	"GSE70302"	"il1a_spinal_cord"
"Stab1"	-0.1522185	0.036	0.81230344	-1.44369749923271	"GSE70302"	"il1a_spinal_cord"
"Fkbp10"	-0.15311725	0.0364	0.81230344	-1.43889861635094	"GSE70302"	"il1a_spinal_cord"
"Nubpl"	-0.1533215	0.0116	0.68096306	-1.93554201077308	"GSE70302"	"il1a_spinal_cord"
"Igkv6-14///Igkv6-14///Igkv6-15"	-0.15339275	0.0466	0.83457462	-1.33161408331	"GSE70302"	"il1a_spinal_cord"
"Arg2"	-0.15362625	0.0178	0.72307095	-1.74957999769111	"GSE70302"	"il1a_spinal_cord"
"Stk32a"	-0.15376675	0.0409	0.82715994	-1.38827669199266	"GSE70302"	"il1a_spinal_cord"
"Olfr776"	-0.15386075	0.0345	0.80522536	-1.46218090492673	"GSE70302"	"il1a_spinal_cord"
"Wsb1"	-0.154105	0.028	0.78396559	-1.55284196865778	"GSE70302"	"il1a_spinal_cord"
"Pdlim7"	-0.15428725	0.00481	0.54507059	-2.31785492362617	"GSE70302"	"il1a_spinal_cord"
"Mtap7d3"	-0.15486125	0.00933	0.65333431	-2.0301183562535	"GSE70302"	"il1a_spinal_cord"
"Ltbr"	-0.15585375	0.0163	0.71481816	-1.78781239559604	"GSE70302"	"il1a_spinal_cord"
"Trem3"	-0.15592375	0.0308	0.79849901	-1.51144928349956	"GSE70302"	"il1a_spinal_cord"
"Tirap"	-0.155954	0.0345	0.80522536	-1.46218090492673	"GSE70302"	"il1a_spinal_cord"
"Fzd1"	-0.15598925	0.0125	0.68911806	-1.90308998699194	"GSE70302"	"il1a_spinal_cord"
"Wdr3"	-0.15621425	0.00985	0.66651927	-2.00656376950239	"GSE70302"	"il1a_spinal_cord"
"Mirt1"	-0.1564125	0.0411	0.82782839	-1.38615817812393	"GSE70302"	"il1a_spinal_cord"
"Star"	-0.15647225	0.0121	0.68589972	-1.91721462968355	"GSE70302"	"il1a_spinal_cord"
"Col5a2"	-0.15682425	0.0499	0.84953016	-1.30189945437661	"GSE70302"	"il1a_spinal_cord"
"Elf4"	-0.15712175	0.0395	0.82400457	-1.40340290437354	"GSE70302"	"il1a_spinal_cord"
"Gm10482///Anapc5"	-0.15716575	0.0105	0.67181489	-1.97881070093006	"GSE70302"	"il1a_spinal_cord"
"Ptpn22"	-0.1576625	0.0333	0.80220161	-1.47755576649368	"GSE70302"	"il1a_spinal_cord"
"Hsd3b7"	-0.1577255	0.0341	0.80256856	-1.4672456210075	"GSE70302"	"il1a_spinal_cord"
"Fxyd5"	-0.1577925	0.0214	0.74625735	-1.66958622665081	"GSE70302"	"il1a_spinal_cord"
"LOC100038947///Sirpb1b///Sirpb1a"	-0.1578835	0.039	0.82353355	-1.4089353929735	"GSE70302"	"il1a_spinal_cord"
"Alox5"	-0.1580065	0.0442	0.83103967	-1.35457773065091	"GSE70302"	"il1a_spinal_cord"
"Snora75"	-0.1580085	0.0122	0.68688291	-1.91364016932525	"GSE70302"	"il1a_spinal_cord"
"Sprr2j-ps"	-0.15801425	0.0201	0.73610194	-1.69680394257951	"GSE70302"	"il1a_spinal_cord"
"Shisa5"	-0.1580875	0.0181	0.72470346	-1.74232142513082	"GSE70302"	"il1a_spinal_cord"
"Wdr89"	-0.15810225	0.0491	0.84771519	-1.30891850787703	"GSE70302"	"il1a_spinal_cord"
"Zfp281"	-0.158195	0.0445	0.83263883	-1.35163998901907	"GSE70302"	"il1a_spinal_cord"
"Fibin"	-0.1582625	0.0264	0.77965356	-1.57839607313017	"GSE70302"	"il1a_spinal_cord"
"Lpo"	-0.15828425	0.02	0.73552411	-1.69897000433602	"GSE70302"	"il1a_spinal_cord"
"Arsj"	-0.1583765	0.0202	0.73885381	-1.69464863055338	"GSE70302"	"il1a_spinal_cord"
"Mybbp1a"	-0.159317	0.00363	0.48913151	-2.44009337496389	"GSE70302"	"il1a_spinal_cord"
"Efnb2"	-0.15947075	0.00722	0.6071499	-2.14146280243036	"GSE70302"	"il1a_spinal_cord"
"Lmntd1"	-0.15957525	0.00809	0.627998	-2.09205147838773	"GSE70302"	"il1a_spinal_cord"
"Tmem198b"	-0.16027075	0.0221	0.74932513	-1.65560772631489	"GSE70302"	"il1a_spinal_cord"
"Fbln2"	-0.160351	0.0496	0.84929746	-1.3045183235098	"GSE70302"	"il1a_spinal_cord"
"Nfxl1"	-0.1606115	0.0381	0.82051863	-1.41907502432438	"GSE70302"	"il1a_spinal_cord"
"Fnip2"	-0.16063875	0.0171	0.71680874	-1.76700388960785	"GSE70302"	"il1a_spinal_cord"
"Nptx2"	-0.1606595	0.0275	0.78191005	-1.56066730616974	"GSE70302"	"il1a_spinal_cord"
"Abcc3"	-0.16072225	0.0422	0.82782839	-1.37468754903833	"GSE70302"	"il1a_spinal_cord"
"Plekho2"	-0.1607725	0.0271	0.78025133	-1.56703070912559	"GSE70302"	"il1a_spinal_cord"
"Sox4"	-0.16114375	0.0204	0.73885381	-1.6903698325741	"GSE70302"	"il1a_spinal_cord"
"Rin3"	-0.16119725	0.015	0.71463289	-1.82390874094432	"GSE70302"	"il1a_spinal_cord"
"Cecr2"	-0.1611985	0.0226	0.75593928	-1.6458915608526	"GSE70302"	"il1a_spinal_cord"
"Tnfrsf10b"	-0.16145375	0.0278	0.78191005	-1.55595520408192	"GSE70302"	"il1a_spinal_cord"
"Spry1"	-0.161659	0.0251	0.77573601	-1.60032627851896	"GSE70302"	"il1a_spinal_cord"
"Cdc42ep5"	-0.16174775	0.0464	0.83457462	-1.33348201944512	"GSE70302"	"il1a_spinal_cord"
"Esyt3"	-0.161752	0.0144	0.70705882	-1.84163750790475	"GSE70302"	"il1a_spinal_cord"
"Gm5589"	-0.16176525	0.0427	0.82949884	-1.36957212497498	"GSE70302"	"il1a_spinal_cord"
"Gm9891"	-0.16188375	0.0364	0.81230344	-1.43889861635094	"GSE70302"	"il1a_spinal_cord"
"F10"	-0.162065	0.0296	0.79210617	-1.52870828894106	"GSE70302"	"il1a_spinal_cord"
"Colgalt2"	-0.1623705	0.0161	0.71463289	-1.79317412396815	"GSE70302"	"il1a_spinal_cord"
"Slc7a7"	-0.16248075	0.0104	0.67137306	-1.98296666070122	"GSE70302"	"il1a_spinal_cord"
"Map3k5"	-0.16254675	0.0205	0.73885381	-1.68824613894425	"GSE70302"	"il1a_spinal_cord"
"1600015I10Rik"	-0.16257375	0.0318	0.79849901	-1.49757288001557	"GSE70302"	"il1a_spinal_cord"
"C4b"	-0.1632375	0.027	0.78025133	-1.56863623584101	"GSE70302"	"il1a_spinal_cord"
"Slc16a12"	-0.163337	0.0335	0.80220161	-1.47495519296315	"GSE70302"	"il1a_spinal_cord"
"Mrgprf"	-0.16368925	0.0158	0.71463289	-1.80134291304558	"GSE70302"	"il1a_spinal_cord"
"Usp27x"	-0.16391575	0.0229	0.75712619	-1.64016451766011	"GSE70302"	"il1a_spinal_cord"
"Pdlim3"	-0.16393125	0.0417	0.82782839	-1.37986394502624	"GSE70302"	"il1a_spinal_cord"
"Spred3"	-0.16414625	0.0383	0.82097181	-1.41680122603138	"GSE70302"	"il1a_spinal_cord"
"Trabd2b"	-0.16421175	0.0393	0.82400457	-1.40560744962457	"GSE70302"	"il1a_spinal_cord"
"Ptges"	-0.1642195	0.0424	0.82782839	-1.37263414340727	"GSE70302"	"il1a_spinal_cord"
"Fcgr2b"	-0.16479125	0.0302	0.79436152	-1.51999305704285	"GSE70302"	"il1a_spinal_cord"
"Tspan8"	-0.16492975	0.0325	0.79849901	-1.48811663902113	"GSE70302"	"il1a_spinal_cord"
"Olfr921"	-0.1649635	0.0125	0.68911806	-1.90308998699194	"GSE70302"	"il1a_spinal_cord"
"BC028471"	-0.1651245	0.0235	0.75949637	-1.62893213772826	"GSE70302"	"il1a_spinal_cord"
"Snord95"	-0.16528325	0.00224	0.42099606	-2.64975198166584	"GSE70302"	"il1a_spinal_cord"
"Treml2"	-0.16548525	0.0261	0.77760792	-1.58335949266172	"GSE70302"	"il1a_spinal_cord"
"Thbd"	-0.166718	0.0481	0.8426343	-1.31785492362617	"GSE70302"	"il1a_spinal_cord"
"Tes"	-0.16681375	0.00776	0.6200507	-2.11013827874181	"GSE70302"	"il1a_spinal_cord"
"S100a3"	-0.167097	0.0396	0.82424486	-1.40230481407449	"GSE70302"	"il1a_spinal_cord"
"A4galt"	-0.1671205	0.0457	0.83457462	-1.34008379993015	"GSE70302"	"il1a_spinal_cord"
"Gal3st4"	-0.16731775	0.0482	0.84292534	-1.31695296176115	"GSE70302"	"il1a_spinal_cord"
"Gm136"	-0.16751425	0.0498	0.84953016	-1.30277065724028	"GSE70302"	"il1a_spinal_cord"
"Sult2a6"	-0.167751	0.027	0.78025133	-1.56863623584101	"GSE70302"	"il1a_spinal_cord"
"Syk"	-0.16788325	0.0153	0.71463289	-1.8153085691824	"GSE70302"	"il1a_spinal_cord"
"Pcdhb18"	-0.16804275	0.0283	0.78459994	-1.54821356447571	"GSE70302"	"il1a_spinal_cord"
"Sdc4"	-0.16835	0.0216	0.74671271	-1.66554624884907	"GSE70302"	"il1a_spinal_cord"
"Ehd4"	-0.16854375	0.0395	0.82400457	-1.40340290437354	"GSE70302"	"il1a_spinal_cord"
"Snx1"	-0.1688975	0.0317	0.79849901	-1.49894073778225	"GSE70302"	"il1a_spinal_cord"
"Flnc"	-0.16941	0.0272	0.78043352	-1.5654310959658	"GSE70302"	"il1a_spinal_cord"
"4930558J22Rik"	-0.170257	0.00552	0.56022127	-2.2580609222708	"GSE70302"	"il1a_spinal_cord"
"Rasgrp4"	-0.17026825	0.0296	0.79210617	-1.52870828894106	"GSE70302"	"il1a_spinal_cord"
"Plin2"	-0.1717795	0.0183	0.72470346	-1.73754891026957	"GSE70302"	"il1a_spinal_cord"
"Dnaja1"	-0.172335	0.00784	0.62245226	-2.10568393731556	"GSE70302"	"il1a_spinal_cord"
"Plaur"	-0.172834	0.0196	0.73521608	-1.70774392864352	"GSE70302"	"il1a_spinal_cord"
"Vgf"	-0.1731105	0.0428	0.82949884	-1.36855623098683	"GSE70302"	"il1a_spinal_cord"
"Tnfsf8"	-0.17314175	0.013	0.69816176	-1.88605664769316	"GSE70302"	"il1a_spinal_cord"
"Plod3"	-0.17329175	0.0175	0.72307095	-1.75696195131371	"GSE70302"	"il1a_spinal_cord"
"Tor4a"	-0.17353925	0.017	0.71680874	-1.76955107862173	"GSE70302"	"il1a_spinal_cord"
"Cldn34b2"	-0.17358375	0.0293	0.79050938	-1.53313237964589	"GSE70302"	"il1a_spinal_cord"
"Zfp423"	-0.17359925	0.0162	0.71463289	-1.79048498545737	"GSE70302"	"il1a_spinal_cord"
"Pon3"	-0.17381875	0.0381	0.82029854	-1.41907502432438	"GSE70302"	"il1a_spinal_cord"
"Itga10"	-0.17394325	0.0146	0.71036133	-1.83564714421556	"GSE70302"	"il1a_spinal_cord"
"Olfr1049"	-0.17463975	0.0149	0.71054599	-1.82681373158773	"GSE70302"	"il1a_spinal_cord"
"Cts3///Ctsm"	-0.17502475	0.0324	0.79849901	-1.48945498979339	"GSE70302"	"il1a_spinal_cord"
"Cts3///Ctsm"	-0.17502475	0.0324	0.79849901	-1.48945498979339	"GSE70302"	"il1a_spinal_cord"
"Gm35586"	-0.176358	0.0466	0.83457462	-1.33161408331	"GSE70302"	"il1a_spinal_cord"
"Emilin2"	-0.1765905	0.0414	0.82782839	-1.3829996588791	"GSE70302"	"il1a_spinal_cord"
"Grem1"	-0.17672575	0.0438	0.83103967	-1.3585258894959	"GSE70302"	"il1a_spinal_cord"
"Mir125b-1"	-0.176987	0.0384	0.82097181	-1.41566877563247	"GSE70302"	"il1a_spinal_cord"
"Cwc25"	-0.17705025	0.0206	0.73885381	-1.68613277963085	"GSE70302"	"il1a_spinal_cord"
"Vmn1r56"	-0.17745125	0.0375	0.81893414	-1.42596873227228	"GSE70302"	"il1a_spinal_cord"
"Mill1"	-0.1785225	0.0167	0.7154634	-1.77728352885242	"GSE70302"	"il1a_spinal_cord"
"Phldb2"	-0.1786915	0.0395	0.82400457	-1.40340290437354	"GSE70302"	"il1a_spinal_cord"
"Ggta1"	-0.178799	0.0423	0.82782839	-1.37365963262496	"GSE70302"	"il1a_spinal_cord"
"Olfr862"	-0.1789965	0.0359	0.81230344	-1.44490555142168	"GSE70302"	"il1a_spinal_cord"
"Card6"	-0.1790315	0.041	0.82715994	-1.38721614328026	"GSE70302"	"il1a_spinal_cord"
"Pgd"	-0.17905225	0.00812	0.62891884	-2.09044397075882	"GSE70302"	"il1a_spinal_cord"
"Gm8624"	-0.179487	0.042	0.82782839	-1.3767507096021	"GSE70302"	"il1a_spinal_cord"
"Olfr726"	-0.17983275	0.0344	0.80518206	-1.46344155742847	"GSE70302"	"il1a_spinal_cord"
"LOC677008///Cd244"	-0.1802095	0.00276	0.45888239	-2.55909091793478	"GSE70302"	"il1a_spinal_cord"
"Tlr8"	-0.180512	0.00842	0.63091824	-2.07468790850035	"GSE70302"	"il1a_spinal_cord"
"Vmn2r76"	-0.18076975	0.0316	0.79849901	-1.5003129173816	"GSE70302"	"il1a_spinal_cord"
"Cd44"	-0.1809675	0.0275	0.78191005	-1.56066730616974	"GSE70302"	"il1a_spinal_cord"
"Emp3"	-0.1814125	0.0367	0.81403463	-1.43533393574791	"GSE70302"	"il1a_spinal_cord"
"Sertad3"	-0.18148075	0.00732	0.60846525	-2.13548891894161	"GSE70302"	"il1a_spinal_cord"
"Zdhhc2"	-0.1822	0.0309	0.79849901	-1.51004152057517	"GSE70302"	"il1a_spinal_cord"
"Cd37"	-0.18221175	0.0112	0.68096306	-1.95078197732982	"GSE70302"	"il1a_spinal_cord"
"Gpr3"	-0.1823375	0.0234	0.75929785	-1.63078414258986	"GSE70302"	"il1a_spinal_cord"
"Slc39a14"	-0.1826375	0.022	0.74857077	-1.65757731917779	"GSE70302"	"il1a_spinal_cord"
"Prdm6"	-0.1826995	0.0198	0.73521608	-1.70333480973847	"GSE70302"	"il1a_spinal_cord"
"Slc2a10"	-0.1830595	0.0205	0.73885381	-1.68824613894425	"GSE70302"	"il1a_spinal_cord"
"Uevld"	-0.183306	0.0473	0.83571709	-1.32513885926219	"GSE70302"	"il1a_spinal_cord"
"2810474O19Rik"	-0.18351625	0.0389	0.82353355	-1.41005039867429	"GSE70302"	"il1a_spinal_cord"
"Mir128-1"	-0.18360625	0.0406	0.82715994	-1.39147396642281	"GSE70302"	"il1a_spinal_cord"
"Gm10825"	-0.1839995	0.0491	0.84771519	-1.30891850787703	"GSE70302"	"il1a_spinal_cord"
"Ankrd22"	-0.18419775	0.0473	0.8357029	-1.32513885926219	"GSE70302"	"il1a_spinal_cord"
"Sox11"	-0.18432075	0.0495	0.84929746	-1.30539480106643	"GSE70302"	"il1a_spinal_cord"
"A430060F13Rik"	-0.1845095	0.0404	0.82668199	-1.3936186348894	"GSE70302"	"il1a_spinal_cord"
"Mertk"	-0.18486425	0.00795	0.62306862	-2.09963287134353	"GSE70302"	"il1a_spinal_cord"
"Shank2"	-0.18490475	0.0425	0.82782839	-1.37161106994969	"GSE70302"	"il1a_spinal_cord"
"Ptk2b"	-0.184989	0.00209	0.41282212	-2.67985371388895	"GSE70302"	"il1a_spinal_cord"
"Myoz2"	-0.1850505	0.0116	0.68096306	-1.93554201077308	"GSE70302"	"il1a_spinal_cord"
"Hmha1"	-0.185132	0.0121	0.68565795	-1.91721462968355	"GSE70302"	"il1a_spinal_cord"
"Hgf"	-0.18528175	0.0338	0.80220161	-1.47108329972235	"GSE70302"	"il1a_spinal_cord"
"Mmp14"	-0.18544325	0.0273	0.78103	-1.56383735295924	"GSE70302"	"il1a_spinal_cord"
"Tmod4"	-0.1859755	0.0169	0.71680874	-1.77211329538633	"GSE70302"	"il1a_spinal_cord"
"Uaca"	-0.1866665	0.03	0.79210617	-1.52287874528034	"GSE70302"	"il1a_spinal_cord"
"Ccdc68"	-0.1868315	0.0102	0.6695314	-1.99139982823808	"GSE70302"	"il1a_spinal_cord"
"Gm14005"	-0.1869095	0.0115	0.68096306	-1.93930215964639	"GSE70302"	"il1a_spinal_cord"
"Tubb6"	-0.186996	0.0184	0.72625513	-1.73518217699046	"GSE70302"	"il1a_spinal_cord"
"Olfr617"	-0.18726675	0.0155	0.71463289	-1.80966830182971	"GSE70302"	"il1a_spinal_cord"
"Cdh5"	-0.1873375	0.0166	0.7154634	-1.77989191195995	"GSE70302"	"il1a_spinal_cord"
"Olfr776///Olfr775///Olfr774///Olfr787"	-0.18746575	0.019	0.73512324	-1.72124639904717	"GSE70302"	"il1a_spinal_cord"
"Ctxn1"	-0.1874675	0.0121	0.68565795	-1.91721462968355	"GSE70302"	"il1a_spinal_cord"
"4933411G06Rik"	-0.1875985	0.00395	0.50959192	-2.40340290437354	"GSE70302"	"il1a_spinal_cord"
"Nfkbiz"	-0.18848	0.0194	0.73521608	-1.71219827006977	"GSE70302"	"il1a_spinal_cord"
"Olfr1000"	-0.18864	0.0238	0.7602757	-1.62342304294349	"GSE70302"	"il1a_spinal_cord"
"Snai1"	-0.18866175	0.00827	0.63091824	-2.08249449044745	"GSE70302"	"il1a_spinal_cord"
"Adrb2"	-0.18992725	0.0258	0.77573601	-1.58838029403677	"GSE70302"	"il1a_spinal_cord"
"Fn1"	-0.1900575	0.00777	0.6200507	-2.10957898119909	"GSE70302"	"il1a_spinal_cord"
"Tgif1"	-0.19065525	0.0339	0.80220161	-1.46980030179692	"GSE70302"	"il1a_spinal_cord"
